unix_timestamp,Agile Import price (p/kWh),Agile Export price (p/kWh),Asset_load,New_asset_load,New_asset_load_rolling,Carbon Intensity
1719770400,19.74,9.62,1,1,1.0,
1719772200,19.05,9.31,1,1,1.0,
1719774000,19.72,9.61,1,1,1.0,
1719775800,18.48,9.05,1,1,1.0,
1719777600,20.18,9.81,1,1,1.0,
1719779400,19.74,9.62,1,1,1.0,
1719781200,19.53,9.52,1,1,1.0,
1719783000,17.43,8.58,1,1,1.0,
1719784800,16.59,8.21,1,1,1.0,
1719786600,17.22,8.49,1,1,1.0,
1719788400,17.28,8.52,1,1,1.0,
1719790200,16.25,8.06,1,1,1.0,
1719792000,14.86,7.43,1,1,1.0,
1719793800,14.52,7.28,1,1,1.0,
1719795600,14.29,7.18,1,1,1.0,
1719797400,13.86,6.98,1,1,1.0,
1719799200,14.64,7.33,1,1,1.0,
1719801000,14.18,7.12,1,1,1.0,
1719802800,14.11,7.1,1,1,1.0,
1719804600,13.65,6.89,1,1,1.0,
1719806400,15.75,7.83,1,1,1.0,
1719808200,16.91,8.35,1,1,1.0,
1719810000,16.8,8.3,1,1,1.0,
1719811800,18.69,9.14,1,1,1.0,
1719813600,18.9,9.24,1,1,1.0,
1719815400,20.39,9.91,1,1,1.0,
1719817200,19.07,9.32,1,1,1.0,
1719819000,19.03,9.3,1,1,1.0,
1719820800,18.98,9.28,1,1,1.0,
1719822600,18.77,9.18,1,1,1.0,
1719824400,18.27,8.96,1,1,1.0,
1719826200,16.97,8.38,1,1,1.0,
1719828000,18.31,8.98,1,1,1.0,
1719829800,18.0,8.84,1,1,1.0,
1719831600,18.09,8.88,1,1,1.0,
1719833400,17.22,8.49,1,1,1.0,
1719835200,15.54,7.74,1,1,1.0,
1719837000,15.33,7.64,1,1,1.0,
1719838800,15.04,7.51,1,1,1.0,
1719840600,14.7,7.36,1,1,1.0,
1719842400,13.5,6.82,1,1,1.0,
1719844200,14.07,7.08,1,1,1.0,
1719846000,28.92,13.41,1,1,1.0,
1719847800,30.28,14.02,1,1,1.0,
1719849600,30.06,13.93,1,1,1.0,
1719851400,31.02,14.35,1,1,1.0,
1719853200,33.23,15.35,1,1,1.0,
1719855000,33.15,15.31,1,1,1.0,
1719856800,19.53,9.52,1,1,1.0,
1719858600,18.92,9.25,1,1,1.0,
1719860400,19.53,9.52,1,1,1.0,
1719862200,18.14,8.9,1,1,1.0,
1719864000,18.15,8.9,1,1,1.0,
1719865800,17.26,8.51,1,1,1.0,
1719867600,17.85,8.77,1,1,1.0,
1719869400,15.39,7.67,1,1,1.0,
